phi,psi,omega,e2e,rgyr
-121.3580322265625,124.3414306640625,170.74716186523438,5.238922119140625,2.856002463607561
-99.71859741210938,-178.35159301757812,166.7930908203125,6.110960006713867,2.991337378121677
-126.36756134033203,-174.0221710205078,177.8671112060547,5.798850059509277,2.9080956230321697
-165.15208435058594,157.25192260742188,176.64117431640625,6.004981994628906,2.9758608115453
-120.84434509277344,170.30886840820312,175.17007446289062,5.872363090515137,2.9263196788445667
-120.81035614013672,151.34837341308594,174.61167907714844,5.622499942779541,2.8973635848183417
-125.52116394042969,135.0865936279297,178.6741485595703,5.7594709396362305,2.951703146275726
-124.21061706542969,145.71237182617188,176.29933166503906,5.5766825675964355,2.888373590556446
-131.95848083496094,160.9334716796875,-179.76925659179688,5.926818370819092,2.958962400064666
-157.8588104248047,164.66973876953125,-179.6389923095703,5.841634273529053,2.905490749965598
-153.83750915527344,-175.4326934814453,171.54331970214844,6.161642074584961,2.9806223338541757
-134.57179260253906,174.9151153564453,-173.4617462158203,5.693070411682129,2.8853097246277133
-148.3008575439453,147.0703887939453,173.74237060546875,5.91337776184082,2.97451115169786
-120.61121368408203,176.09817504882812,174.65859985351562,5.833242893218994,2.961086709556009
-151.84219360351562,165.22647094726562,165.19996643066406,5.961252689361572,2.963594155721093
-144.44419860839844,170.42332458496094,172.49703979492188,5.990165710449219,2.9688866688786884
-116.25839233398438,165.12657165527344,170.9007568359375,5.732426643371582,2.8977634475272356
-108.4468765258789,127.1635971069336,175.08836364746094,5.597385406494141,2.9390095534203153
-87.78531646728516,96.7244873046875,175.4433135986328,4.859987258911133,2.803806130705424
-74.97779846191406,69.81172943115234,178.14695739746094,4.692768096923828,2.8509279678123183
-79.55876159667969,49.204376220703125,173.10498046875,4.141901016235352,2.709088769228767
-95.39497375488281,100.03469848632812,173.01171875,5.102978706359863,2.859289858782709
-78.83999633789062,136.13714599609375,-175.5033416748047,5.237277030944824,2.827272279901589
-118.08043670654297,139.89944458007812,177.82383728027344,5.811071395874023,2.973508447237952
-146.18423461914062,161.77919006347656,-176.89523315429688,5.890390396118164,2.9756161954288096
-153.47984313964844,-165.35684204101562,-175.3643341064453,5.966766834259033,2.9388442367136656
-155.3314208984375,179.46737670898438,-171.93536376953125,6.097264289855957,2.9973971317140715
-137.86181640625,174.736083984375,-171.9451446533203,5.881221294403076,2.921964251796796
-136.2391815185547,143.58763122558594,172.7909698486328,5.836111068725586,2.955965951752326
-129.83404541015625,158.24234008789062,176.66416931152344,5.684501647949219,2.944711594906209
-148.59732055664062,163.63612365722656,163.83755493164062,5.851251602172852,2.9181911035139896
-155.93502807617188,168.00912475585938,162.5359344482422,5.9957146644592285,2.974680431853656
-141.2113037109375,-179.54769897460938,161.59262084960938,5.9042277336120605,2.937617699867881
-147.81063842773438,148.5748291015625,166.44802856445312,5.978865146636963,3.00652090036986
-130.5358428955078,152.048095703125,171.2211151123047,5.588482856750488,2.9059165845373234
-112.28977966308594,171.0927734375,161.09378051757812,5.922997951507568,2.9239778643072536
-115.89338684082031,153.26036071777344,170.67037963867188,5.50961971282959,2.8870866944357343
-150.1405792236328,134.341064453125,153.34384155273438,5.872069358825684,2.9665057446817387
-133.3007354736328,-177.08999633789062,171.98931884765625,5.930328369140625,2.949977795909672
-160.91949462890625,-178.18795776367188,172.4165802001953,5.9287590980529785,2.931374987492053
-142.14031982421875,167.53671264648438,179.08253479003906,5.772787570953369,2.9260187729778653
-115.60855102539062,154.04881286621094,176.54620361328125,5.805503845214844,2.948211913289526
-89.57496643066406,147.92349243164062,175.4770050048828,5.514812469482422,2.901665346314874
-93.46024322509766,113.80879211425781,-175.18441772460938,5.407425880432129,2.9247164264978127
-84.44557189941406,91.74534606933594,-173.84408569335938,4.765384197235107,2.774506261142633
-75.85812377929688,47.28527069091797,-172.0148162841797,4.426978588104248,2.759400748634756
-105.0394058227539,70.98246765136719,-179.91116333007812,4.765012264251709,2.802623322455414
-71.38743591308594,106.63605499267578,-175.48550415039062,4.869627952575684,2.7711881183152505
-122.90702056884766,95.29236602783203,175.94796752929688,5.190738677978516,2.8780709853981037
-112.1297607421875,107.5707778930664,-179.65478515625,5.178555965423584,2.854750052377628
-74.10201263427734,126.3831787109375,-176.17440795898438,5.296360969543457,2.8566323480675497
-102.73187255859375,120.67919158935547,-178.6689910888672,5.249309062957764,2.876810461249374
-124.4917984008789,102.01559448242188,179.08750915527344,5.414793491363525,2.9034480723607916
-96.06468200683594,125.45008850097656,179.4720458984375,5.323696136474609,2.871276253282698
-80.0061264038086,146.41722106933594,177.8935089111328,5.526316165924072,2.8802053499705424
-115.65312957763672,139.1208953857422,-175.9157257080078,5.421004772186279,2.887386372930337
-146.91677856445312,135.33348083496094,173.3404083251953,5.749838829040527,2.9483153060084106
-139.4568328857422,-162.44541931152344,-178.4645233154297,5.885702133178711,2.949900912603021
-169.4004364013672,-138.4533233642578,176.3474884033203,6.049961566925049,2.983281221543295
-165.93508911132812,-143.52479553222656,174.1928253173828,5.84263801574707,2.922452596008089
-153.59678649902344,-176.0849151611328,179.72682189941406,6.086507320404053,2.978685085063859
-146.81161499023438,133.71690368652344,172.1570281982422,5.663891315460205,2.909303018033161
-85.57894134521484,135.46652221679688,178.81011962890625,5.2770209312438965,2.837007408176179
-87.93839263916016,125.48953247070312,173.614990234375,5.4369707107543945,2.8921250858507195
-110.5922622680664,103.48117065429688,-171.03781127929688,5.018340110778809,2.818508319455433
-81.31523895263672,68.46734619140625,177.85812377929688,4.744518756866455,2.7839688813992574
-112.09636688232422,60.763954162597656,-173.6578826904297,4.744771480560303,2.8404296026468128
-124.10488891601562,85.49730682373047,-178.6393280029297,5.016301155090332,2.852217317600459
-61.930564880371094,126.10929870605469,-162.8180694580078,5.282782554626465,2.833163346411933
-124.3524398803711,109.12083435058594,-179.50369262695312,5.395643711090088,2.9055398052786323
-148.1278076171875,115.69318389892578,-169.40455627441406,5.553377151489258,2.9227450887600064
-119.73319244384766,178.09841918945312,-169.37326049804688,5.868386745452881,2.9224275577429943
-105.2270736694336,-151.2809600830078,-159.01290893554688,5.777953624725342,2.8870973849050237
-157.78526306152344,178.9518585205078,-168.29342651367188,6.2145843505859375,2.980422789656655
-171.00057983398438,147.1715087890625,-157.07711791992188,5.789782524108887,2.8939285483891646
-84.96585845947266,161.483154296875,-171.72813415527344,5.869155406951904,2.934816296674073
-93.03925323486328,121.94853973388672,-166.3864288330078,5.284905433654785,2.865673634084365
-120.89909362792969,77.14773559570312,-169.9369659423828,4.854999542236328,2.7953038256064913
-79.25797271728516,70.08415222167969,-171.6850128173828,4.560890197753906,2.7715924210352147
-63.04408264160156,80.50475311279297,179.20452880859375,4.695167064666748,2.795687274591628
-87.19683837890625,85.26055145263672,170.81849670410156,4.8994059562683105,2.8533269418554634
-66.026611328125,64.9688720703125,-176.50167846679688,4.368807315826416,2.789974878421172
-120.26830291748047,73.88887023925781,170.26229858398438,4.95003080368042,2.8402963983308314
-78.17923736572266,99.95907592773438,-176.8140106201172,4.655838966369629,2.765430132050371
-90.92744445800781,87.34054565429688,159.86392211914062,4.820590019226074,2.8251624922234586
-74.66443634033203,54.121559143066406,-176.42674255371094,4.401724815368652,2.7837348101601256
-66.21424865722656,70.05339050292969,-178.8372344970703,4.651352405548096,2.8001597321762466
