phi,psi,omega,e2e,rgyr
-96.84744262695312,46.068572998046875,-172.5867462158203,4.294304847717285,2.7097517802935993
-59.18280792236328,96.5394287109375,-179.3391571044922,5.123696804046631,2.8842396987235346
-99.10430145263672,143.576416015625,-177.16860961914062,5.388545989990234,2.8487596164111793
-165.30494689941406,162.56381225585938,-179.04920959472656,6.050800323486328,2.9821158732068485
-160.99774169921875,-158.92442321777344,-175.8825225830078,5.980106353759766,2.9269195020430585
-155.48287963867188,170.9796600341797,-175.489990234375,6.110282897949219,2.977838794653044
-135.20782470703125,121.39717864990234,-178.7596435546875,5.346372604370117,2.8335920953481644
-78.8980712890625,113.37484741210938,177.06785583496094,5.362607955932617,2.8768598850648694
-92.59095764160156,101.99507904052734,-178.88916015625,5.026041507720947,2.866513599935788
-89.85208129882812,74.41754150390625,-172.00103759765625,4.6446213722229,2.800697918398647
-87.87664031982422,66.9133071899414,171.60585021972656,4.7469258308410645,2.8291816825772953
-83.40776824951172,81.02841186523438,177.48846435546875,4.342533111572266,2.746604020587481
-100.34268951416016,82.23329162597656,168.2490997314453,5.013418674468994,2.8547116649239075
-69.06566619873047,64.14189910888672,165.08358764648438,4.292906284332275,2.7533650892775965
-78.01058959960938,64.41905212402344,168.17840576171875,4.5128703117370605,2.8227335620844123
-82.35882568359375,78.58722686767578,163.6992645263672,4.619073390960693,2.849236895109794
-80.0895767211914,94.58740997314453,167.69537353515625,4.708908557891846,2.786918062471844
-97.8989028930664,64.79790496826172,160.94500732421875,4.514558792114258,2.7888303484758445
-95.07185363769531,56.91579818725586,161.98814392089844,4.268711090087891,2.7216625656682876
-90.90463256835938,100.65497589111328,175.4775390625,5.097226142883301,2.8749577816965664
-66.50108337402344,98.3861312866211,163.54710388183594,4.88571310043335,2.8493384023798636
-87.0856704711914,66.4880142211914,-177.7618408203125,4.6485915184021,2.8150671138243903
-82.47223663330078,63.33494186401367,178.2308349609375,4.608602523803711,2.802100852437982
-87.82316589355469,92.068359375,-173.2763214111328,4.642767906188965,2.762890577303413
-99.96495056152344,80.98229217529297,179.3201446533203,4.915240287780762,2.806194473400024
-92.000732421875,71.17791748046875,-163.62973022460938,4.486013889312744,2.747566344297708
-79.41909790039062,73.88762664794922,-178.903564453125,4.862357139587402,2.8747042175849766
-76.87677001953125,85.62830352783203,178.90464782714844,4.577206134796143,2.777031821842189
-82.63677978515625,66.8647232055664,-176.47640991210938,4.7459635734558105,2.8192134993596336
-86.57430267333984,74.42107391357422,176.77566528320312,4.513916015625,2.7891992701059163
-92.72825622558594,95.50421142578125,171.72323608398438,4.822388648986816,2.7988507376925447
