phi,psi,omega,e2e,rgyr
-131.8218231201172,-161.47300720214844,-162.55894470214844,5.977235317230225,2.97203216910213
-175.30152893066406,168.53036499023438,-159.18289184570312,6.165435791015625,2.9715120599166536
-127.7156753540039,153.50009155273438,-166.4493865966797,5.694516181945801,2.887422044010219
-96.52108001708984,142.8108673095703,-172.1046905517578,5.645924091339111,2.930310776503536
-103.13935089111328,124.58291625976562,-163.0700225830078,5.606666564941406,2.9222385178508774
-98.87135314941406,113.36067199707031,-164.41949462890625,4.997492790222168,2.787339368158244
-103.63220977783203,72.07161712646484,-172.99136352539062,4.823205471038818,2.7922584324020425
-91.1356201171875,56.449893951416016,-162.31613159179688,4.325167179107666,2.7328644620316576
-85.3599853515625,96.79655456542969,-173.8848876953125,5.259690761566162,2.9075610950103936
-85.6456527709961,126.83790588378906,-172.08364868164062,5.271826267242432,2.8461478353497096
-112.31622314453125,131.56500244140625,-159.443603515625,5.6411285400390625,2.880958624542285
-116.01490783691406,139.10145568847656,-167.87721252441406,5.517419815063477,2.85841477061811
-108.4039077758789,151.78125,-168.24139404296875,5.8661394119262695,3.000285163966746
-141.93807983398438,164.75006103515625,177.31561279296875,5.8432817459106445,2.945987091557889
-163.58485412597656,-174.4259796142578,-173.58607482910156,5.938366889953613,2.9587807343479953
-146.18759155273438,-179.27584838867188,169.3059844970703,5.999067306518555,2.954797811334686
-154.24256896972656,159.0984649658203,-175.8592529296875,5.789541244506836,2.9612598019595824
-140.79437255859375,159.8122100830078,-179.55447387695312,6.025075435638428,2.962980923614268
-143.9263153076172,157.0586700439453,-178.16209411621094,5.902225971221924,2.9196696621652807
-159.5856475830078,168.95602416992188,-174.23794555664062,5.968409061431885,2.9268229366778153
-141.6340789794922,-178.63229370117188,170.78855895996094,5.951413154602051,2.944930633891429
-160.00108337402344,155.87220764160156,178.42507934570312,5.9206719398498535,2.9574073322376617
-147.7695770263672,153.26779174804688,-177.94705200195312,5.974045753479004,3.0005816271528736
