phi,psi,omega,e2e,rgyr
-91.071044921875,177.75393676757812,-173.07098388671875,5.871256351470947,2.930025548678559
-142.32254028320312,161.26327514648438,-178.98110961914062,5.906396389007568,2.969100770807052
-142.11941528320312,-178.51588439941406,-176.2222442626953,5.985611438751221,2.9729266560354617
-119.03837585449219,-174.27923583984375,-169.75448608398438,5.843123912811279,2.8900656419026873
-136.71188354492188,147.67300415039062,179.0752410888672,5.832114219665527,2.9587903453298594
-139.9239044189453,161.37644958496094,177.85704040527344,5.85730504989624,2.960623479503023
-142.41123962402344,-171.29440307617188,170.5524444580078,6.066677093505859,2.9748249885482547
-165.76222229003906,179.8267822265625,168.15707397460938,5.89742374420166,2.933257176590234
-128.8992919921875,168.568603515625,174.33663940429688,5.873079776763916,2.931971884012518
-103.6636734008789,131.170654296875,165.62112426757812,5.6135711669921875,2.940604541269946
-88.19444274902344,115.4308853149414,160.87425231933594,5.108503818511963,2.85718684224542
-73.88510131835938,76.40568542480469,159.0244140625,4.4652791023254395,2.771826016305171
-89.62263488769531,40.43690490722656,168.3527069091797,4.370306491851807,2.729134842922904
-81.93457794189453,74.8935317993164,169.9840087890625,4.5171284675598145,2.814156585794974
-106.0605697631836,130.40509033203125,-179.33522033691406,5.270703315734863,2.858047139129284
-113.21646881103516,168.236572265625,174.0310516357422,5.931421279907227,2.9534324203413624
-164.4385986328125,-179.6764373779297,-174.0604705810547,6.0507307052612305,2.970117106351851
-141.6866455078125,-169.8058624267578,-172.9302978515625,6.083775520324707,2.9892841036708373
-116.49439239501953,161.5115509033203,173.1170654296875,5.666198253631592,2.9294387915265925
-131.6539306640625,138.0502471923828,179.15577697753906,5.714319705963135,2.943261051416948
-112.327392578125,144.096435546875,-178.7899932861328,5.402712821960449,2.8648040064365214
-102.56848907470703,162.45034790039062,168.82608032226562,5.930341720581055,2.9962497737020857
-127.47755432128906,163.88717651367188,-179.67062377929688,5.7618913650512695,2.943994540431875
-151.58920288085938,164.40176391601562,176.67164611816406,5.984861373901367,2.977600630228843
-122.61810302734375,-179.84524536132812,165.765869140625,6.001084327697754,2.966128477714143
-154.57835388183594,172.9072265625,174.93093872070312,5.82330846786499,2.9294604552173986
-141.0389404296875,162.91151428222656,173.67115783691406,5.818190097808838,2.929434766560926
-100.73054504394531,166.8244171142578,165.9387969970703,5.818703651428223,2.954308474980382
-108.67880249023438,149.69276428222656,169.3034210205078,5.634496212005615,2.9262326930890747
