phi,psi,omega,e2e,rgyr
-121.29972839355469,102.46345520019531,-176.80567932128906,5.317807197570801,2.86907710754542
-101.09154510498047,116.74502563476562,-176.98020935058594,5.407205581665039,2.8816366078855076
-63.86210632324219,148.5330352783203,169.48959350585938,5.586068153381348,2.878824577523509
-106.80509185791016,159.2353057861328,171.99220275878906,5.676344871520996,2.9034575081822633
-167.49911499023438,138.06663513183594,166.8688201904297,5.7858052253723145,2.899064265232333
-135.31216430664062,-175.1486358642578,175.12745666503906,6.105136871337891,3.0288710406950674
-154.50506591796875,-150.80667114257812,-175.28953552246094,5.872262001037598,2.8895251381907903
-156.698486328125,-173.44219970703125,171.46356201171875,5.9695329666137695,2.962304816859979
-118.11882781982422,159.1635284423828,173.2598419189453,5.815815448760986,2.925043549469108
-83.23042297363281,122.98077392578125,178.49342346191406,5.113335609436035,2.832427724990354
-70.26244354248047,68.69761657714844,170.43881225585938,4.602614402770996,2.8244881421719383
-86.2319564819336,48.957576751708984,171.62657165527344,4.31074333190918,2.7716709973244384
-69.31565856933594,76.90067291259766,174.39723205566406,4.640212535858154,2.775160641281248
-109.0418701171875,123.28679656982422,-177.1623992919922,5.4331536293029785,2.9073707306481724
-138.13833618164062,172.98854064941406,170.82839965820312,5.830480575561523,2.9215944087744457
-160.333251953125,-141.29490661621094,165.52255249023438,5.893579959869385,2.911982486393993
-149.8631591796875,-138.3421630859375,178.8992156982422,5.883003234863281,2.905551263334621
-164.01882934570312,-174.94137573242188,-173.4869842529297,5.876127243041992,2.8938983500960984
-146.98297119140625,148.8201141357422,-171.78541564941406,5.886767864227295,2.964778247419913
-89.30664825439453,135.29681396484375,177.5399932861328,5.495175361633301,2.8839772106708876
-78.86753845214844,100.74453735351562,-167.56443786621094,5.0806379318237305,2.8451826543481067
-85.44481658935547,48.57560729980469,-170.48431396484375,4.457833290100098,2.757318515827882
-83.36886596679688,64.8311767578125,-167.27908325195312,4.601036071777344,2.7975951779195682
-81.55475616455078,106.24044799804688,-172.02964782714844,5.094505786895752,2.8097834250578386
-90.53348541259766,123.89285278320312,-177.29598999023438,5.235517978668213,2.85942957636999
-101.77889251708984,122.59676361083984,-175.50209045410156,5.596392631530762,2.936481114664437
-123.84381103515625,135.91000366210938,-175.20358276367188,5.502314567565918,2.8451106182436234
-163.4973907470703,163.3836212158203,-168.68612670898438,6.061983108520508,2.9489425245040772
178.057373046875,169.60145568847656,-177.14666748046875,6.013079643249512,2.9422876533534836
-149.2014617919922,178.97164916992188,-178.77871704101562,6.102640151977539,2.9536740598586877
-121.70268249511719,154.45916748046875,-170.8048858642578,5.636816024780273,2.8978612205839336
-123.97889709472656,117.66874694824219,169.74725341796875,5.587063312530518,2.9252626385629186
-87.44647979736328,153.4295196533203,179.80738830566406,5.59979772567749,2.9055859952907657
-97.9626693725586,160.83554077148438,179.20367431640625,5.7269792556762695,2.9172093402628048
-129.00784301757812,143.68162536621094,-175.65631103515625,5.575437545776367,2.9076002159669985
-153.13560485839844,154.29771423339844,177.37548828125,5.829150676727295,2.9291955079315004
-130.33584594726562,-159.99078369140625,-176.9219970703125,6.037228107452393,2.9806850449858575
-172.13427734375,165.18223571777344,-175.1075897216797,6.023770332336426,2.9509924913331234
-121.18850708007812,144.7476043701172,-172.2816162109375,5.853047847747803,2.9712189989182933
-81.4613265991211,131.72601318359375,-166.08334350585938,5.239896774291992,2.8318356858417633
-109.707275390625,84.22587585449219,177.07382202148438,4.996905326843262,2.843533533414928
-70.55134582519531,41.606910705566406,-169.75625610351562,4.094398498535156,2.7397762704900193
-91.85874938964844,78.5765380859375,177.0027313232422,4.928213119506836,2.8462964831298736
-86.67698669433594,137.6067657470703,-169.7435302734375,5.550580978393555,2.885055868311955
