phi,psi,omega,e2e,rgyr
-79.63964080810547,58.020713806152344,177.81956481933594,4.715285778045654,2.8319474909243962
-73.0326919555664,70.54621124267578,-172.19395446777344,4.392659664154053,2.774866089335285
-94.85983276367188,94.0190200805664,173.80239868164062,5.082530498504639,2.867674772232488
-94.78353881835938,99.45601654052734,-173.72012329101562,4.724010944366455,2.766918504888663
-102.80427551269531,78.65646362304688,-170.1073455810547,5.112077236175537,2.866152936027466
-89.46026611328125,81.0975112915039,-166.6999969482422,4.840531826019287,2.8203936536108083
-105.71295928955078,105.38047790527344,-167.31631469726562,5.242835521697998,2.8686592231240047
-95.90083312988281,146.35836791992188,-174.20750427246094,5.779430389404297,2.9153109615798694
-106.42657470703125,161.21531677246094,-172.22840881347656,5.53363037109375,2.8429806456476254
-144.43553161621094,149.00021362304688,178.63882446289062,5.840273380279541,2.9568946195692485
-152.87416076660156,177.9053192138672,-173.83836364746094,5.803284168243408,2.914428420199816
-162.14794921875,-163.1061553955078,-176.9823455810547,6.1070380210876465,2.993747669334178
-175.39060974121094,163.07070922851562,-178.74708557128906,6.112761974334717,2.975430068599924
-125.87175750732422,164.01992797851562,-176.45748901367188,5.797435760498047,2.899448703514662
-88.26754760742188,145.8101348876953,177.0650177001953,5.615126132965088,2.908057939760042
-84.16877746582031,98.42534637451172,-176.27745056152344,4.908717632293701,2.827919845765599
-77.399169921875,41.23567199707031,-176.95506286621094,4.336542129516602,2.754264740327265
-73.9914779663086,44.84019470214844,178.6166229248047,4.217833042144775,2.734780180004541
-82.35514831542969,105.4618911743164,169.10350036621094,5.142424583435059,2.8340975024997688
-84.76878356933594,149.4064483642578,174.955078125,5.581270694732666,2.9200917663976313
-146.3621063232422,169.25604248046875,177.38577270507812,5.984710693359375,2.9811337575757197
-159.33822631835938,175.04351806640625,178.7678680419922,5.801929473876953,2.9121424211015974
-142.56500244140625,163.90318298339844,176.57566833496094,5.9910736083984375,2.9480585230995118
-132.55276489257812,124.82425689697266,-171.15623474121094,5.694202423095703,2.943718295947302
-126.52464294433594,141.43850708007812,176.11045837402344,5.666358470916748,2.890681025831442
-111.22530364990234,176.58998107910156,179.858642578125,5.8396148681640625,2.903229128803678
-138.20050048828125,157.94886779785156,168.38040161132812,5.780032634735107,2.9367693761658424
-164.833740234375,142.31263732910156,162.21543884277344,5.9323320388793945,2.937842579682173
-125.93607330322266,-178.70997619628906,176.7361297607422,5.971950054168701,2.9869572880364355
-155.68650817871094,155.07101440429688,175.41827392578125,5.775442600250244,2.903362312476192
-148.44631958007812,160.70855712890625,-170.3844451904297,5.702765941619873,2.9036241230164044
-144.6360626220703,170.30055236816406,-177.61087036132812,6.118259429931641,2.9575726666365654
-156.99435424804688,178.9297637939453,-165.8672637939453,5.886110782623291,2.9063513058543955
-140.66810607910156,172.25881958007812,-173.75047302246094,6.248675346374512,3.0445370683176844
-153.42127990722656,157.9458770751953,175.13294982910156,5.8372392654418945,2.9243510820994225
-130.34622192382812,178.998779296875,-172.66983032226562,5.864207744598389,2.916351393797402
-148.46217346191406,162.03321838378906,162.9829559326172,6.047451496124268,2.9720244679024304
-140.94374084472656,171.36097717285156,166.45030212402344,5.6676106452941895,2.8827912075386988
-147.02737426757812,174.75672912597656,163.86013793945312,6.161055564880371,2.9925848902756353
-158.0874481201172,160.73426818847656,165.2174072265625,5.796271324157715,2.879436342009124
-126.69508361816406,167.39581298828125,167.65505981445312,5.873966693878174,2.9328588422472
-140.47850036621094,169.13792419433594,178.06048583984375,6.069465160369873,2.9906897138433863
-151.9476776123047,170.87466430664062,176.0713653564453,5.731307029724121,2.8838823339392246
-150.69154357910156,-171.9351043701172,177.12367248535156,6.379018783569336,3.0425489894940454
-160.72946166992188,167.07769775390625,-179.84115600585938,5.769330978393555,2.8758348300804966
-129.32867431640625,164.70321655273438,176.8970489501953,6.004414081573486,2.992820355910183
-100.82609558105469,164.9251251220703,-178.78765869140625,5.5543532371521,2.8690960843632607
-104.54499816894531,124.63597106933594,172.4528350830078,5.41213846206665,2.904083070571411
-82.49703979492188,97.74127197265625,175.43447875976562,4.947949409484863,2.8631179802761926
-79.54426574707031,60.26089859008789,173.692138671875,4.4171013832092285,2.773829472741188
-83.22689819335938,62.251590728759766,175.08592224121094,4.543972969055176,2.7648148410501547
-76.4369125366211,89.81727600097656,-179.88272094726562,4.828490257263184,2.824554074263631
-87.62015533447266,90.55261993408203,-179.49278259277344,4.931753158569336,2.828084166541919
-71.75896453857422,74.45472717285156,-174.04071044921875,4.6001105308532715,2.7797248874855467
-100.94783020019531,62.611541748046875,-167.9666290283203,4.572655200958252,2.7615602753650754
-79.21976470947266,77.05836486816406,-177.0419158935547,4.793064117431641,2.8132408322356666
